61.103,64.439,41.8381
60.969,64.587,41.84806
44.547,49.8,42.95055
44.68,49.652,42.96048
43.81,50.624,42.96048
60.489,65.124,44.06309
60.357,65.274,44.07306
43.678,50.775,45.17563
43.81,50.624,45.18564
42.956,51.613,45.18564
59.886,65.819,46.28824
59.758,65.971,46.29815
42.828,51.765,47.40075
42.956,51.613,47.41067
42.121,52.615,47.41067
59.296,66.523,48.51324
59.17,66.679,48.52325
41.995,52.771,49.62583
42.121,52.615,49.63583
41.303,53.633,49.63583
58.717,67.239,50.73836
58.594,67.396,50.74831
41.18,53.79,51.85084
41.303,53.633,51.86079
40.502,54.664,51.86079
58.152,67.965,52.9634
58.032,68.124,52.97333
40.382,54.823,54.07594
40.502,54.664,54.08588
39.72,55.71,54.08588
57.599,68.699,55.18841
57.482,68.861,55.19838
39.603,55.872,56.30091
39.72,55.71,56.31088
38.956,56.769,56.31088
57.059,69.444,57.41341
56.945,69.608,57.42338
38.842,56.932,58.52594
38.956,56.769,58.53586
38.211,57.841,58.53586
56.533,70.198,59.63842
56.421,70.364,59.64841
38.1,58.006,60.75094
38.211,57.841,60.76087
37.485,58.925,60.76087
56.019,70.962,61.86343
55.91,71.129,61.87338
37.376,59.093,62.97591
37.485,58.925,62.9859
36.777,60.023,62.9859
55.519,71.734,64.08847
55.414,71.903,64.0984
36.672,60.192,65.20097
36.777,60.023,65.2109
36.089,61.131,65.2109
55.033,72.514,66.31352
54.93,72.686,66.32352
35.986,61.304,67.42611
36.089,61.131,67.43615
35.421,62.253,67.43615
54.56,73.303,68.53872
54.46,73.477,68.54873
35.321,62.426,69.65132
35.421,62.253,69.66129
34.772,63.386,69.66129
54.101,74.1,70.76386
54.004,74.275,70.77384
34.675,63.561,71.8764
34.772,63.386,71.88638
34.143,64.53,71.88638
53.655,74.905,72.9889
53.562,75.081,72.99883
34.049,64.706,74.10139
34.143,64.53,74.11134
33.533,65.685,74.11134
53.226,75.718,75.21399
53.135,75.896,75.22396
33.443,65.863,76.32657
33.533,65.685,76.33652
32.945,66.85,76.33652
52.808,76.538,77.43908
52.721,76.717,77.449
32.857,67.029,78.55161
32.945,66.85,78.56156
32.377,68.025,78.56156
52.406,77.365,79.66412
52.321,77.546,79.67409
32.292,68.206,80.77665
32.377,68.025,80.78663
31.829,69.21,80.78663
52.018,78.199,81.88919
51.937,78.382,81.89917
31.748,69.393,83.00173
31.829,69.21,83.01172
31.302,70.404,83.01172
51.645,79.04,84.1143
51.567,79.224,84.12427
31.224,70.589,85.22683
31.302,70.404,85.23685
30.796,71.608,85.23685
51.287,79.886,86.33942
51.211,80.073,86.34949
30.721,71.794,87.45203
30.796,71.608,87.46204
30.311,72.821,87.46204
50.943,80.74,88.56459
50.872,80.926,88.57452
30.24,73.007,89.67707
30.311,72.821,89.687
29.848,74.04,89.687
50.615,81.599,90.78957
50.547,81.787,90.79955
29.779,74.228,91.90216
29.848,74.04,91.91215
29.404,75.269,91.91215
50.301,82.464,93.01478
50.236,82.653,93.02475
29.34,75.458,94.12732
29.404,75.269,94.13728
28.984,76.505,94.13728
50.002,83.333,95.23981
49.941,83.524,95.24982
28.922,76.695,96.35242
28.984,76.505,96.36239
28.585,77.747,96.36239
49.719,84.208,97.46494
49.66,84.401,97.47501
28.526,77.939,98.57758
28.585,77.747,98.5876
28.207,78.997,98.5876
49.452,85.089,99.69023
49.397,85.282,99.70024
28.152,79.19,100.80287
28.207,78.997,100.81289
27.851,80.254,100.81289
49.199,85.973,101.9155
49.147,86.166,101.92547
27.8,80.447,103.02803
27.851,80.254,103.03799
27.517,81.515,103.03799
48.962,86.862,104.14064
48.914,87.057,104.15066
27.469,81.709,105.25333
27.517,81.515,105.2633
27.207,82.784,105.2633
48.74,87.755,106.36584
48.695,87.95,106.37582
27.162,82.978,107.47837
27.207,82.784,107.48831
26.917,84.057,107.48831
48.534,88.652,108.59088
48.493,88.846,108.60077
26.875,84.252,109.70338
26.917,84.057,109.71334
26.65,85.334,109.71334
48.345,89.551,110.81596
48.306,89.748,110.82598
26.611,85.531,111.92861
26.65,85.334,111.93862
26.405,86.617,111.93862
48.169,90.454,113.04118
48.135,90.651,113.05115
26.371,86.814,114.15371
26.405,86.617,114.16368
26.183,87.903,114.16368
48.011,91.361,115.26627
47.98,91.558,115.27622
26.152,88.101,116.37879
26.183,87.903,116.38879
25.983,89.193,116.38879
47.868,92.269,117.49137
47.84,92.467,117.50135
25.955,89.392,118.60392
25.983,89.193,118.61395
25.807,90.487,118.61395
47.741,93.181,119.71646
47.716,93.378,119.72637
25.782,90.684,120.82888
25.807,90.487,120.83879
25.65,91.783,120.83879
47.63,94.093,121.94142
47.61,94.292,121.95139
25.63,91.982,123.05402
25.65,91.783,123.064
25.518,93.081,123.064
47.536,95.008,124.16668
47.518,95.208,124.1767
25.501,93.281,125.27933
25.518,93.081,125.28934
25.41,94.383,125.28934
47.455,95.925,126.39186
47.441,96.123,126.40176
25.396,94.583,127.50427
25.41,94.383,127.51427
25.323,95.685,127.51427
47.393,96.842,128.61686
47.382,97.042,128.62686
25.312,95.885,129.72945
25.323,95.685,129.73944
25.259,96.989,129.73944
47.345,97.761,130.84199
47.338,97.96,130.85192
25.252,97.189,131.95447
25.259,96.989,131.96445
25.217,98.294,131.96445
47.314,98.68,133.06704
47.311,98.88,133.07702
25.214,98.494,134.17961
25.217,98.294,134.18959
25.199,99.6,134.18959
47.3,99.6,135.29222
47.3,99.8,135.3022
25.199,99.8,136.40482
25.199,99.6,136.4148
25.204,100.906,136.4148
47.3,100.519,137.51734
47.303,100.719,137.52732
25.208,101.104,138.62981
25.204,100.906,138.63969
25.231,102.21,138.63969
47.317,101.439,139.74224
47.324,101.639,139.75222
25.238,102.41,140.85477
25.231,102.21,140.86475
25.282,103.515,140.86475
47.35,102.358,141.96724
47.36,102.558,141.97723
25.292,103.715,143.07972
25.282,103.515,143.08971
25.353,104.819,143.08971
47.4,103.277,144.19233
47.414,103.476,144.20228
25.368,105.017,145.30484
25.353,104.819,145.31475
25.45,106.12,145.31475
47.465,104.193,146.41728
47.482,104.393,146.4273
25.467,106.32,147.52983
25.45,106.12,147.53984
25.568,107.42,147.53984
47.546,105.111,148.64236
47.566,105.309,148.65229
25.589,107.619,149.75477
25.568,107.42,149.76475
25.708,108.719,149.76475
47.643,106.025,150.86732
47.668,106.223,150.87727
25.732,108.917,151.97989
25.708,108.719,151.98984
25.872,110.013,151.98984
47.756,106.938,153.09236
47.784,107.136,153.10234
25.9,110.211,154.20486
25.872,110.013,154.21484
26.058,111.306,154.21484
47.885,107.849,155.31736
47.917,108.045,155.32727
26.09,111.503,156.42981
26.058,111.306,156.43976
26.267,112.594,156.43976
48.031,108.757,157.54232
48.065,108.954,157.55229
26.301,112.791,158.65485
26.267,112.594,158.66482
26.498,113.879,158.66482
48.192,109.662,159.7674
48.23,109.859,159.77741
26.535,114.076,160.88003
26.498,113.879,160.89003
26.751,115.16,160.89003
48.368,110.566,161.9926
48.409,110.761,162.00254
26.792,115.355,163.1051
26.751,115.16,163.11504
27.027,116.436,163.11504
48.56,111.465,164.21758
48.605,111.659,164.22752
27.072,116.631,165.33007
27.027,116.436,165.34005
27.325,117.707,165.34005
48.768,112.36,166.44261
48.816,112.555,166.45262
27.373,117.902,167.55518
27.325,117.707,167.5652
27.645,118.972,167.5652
48.991,113.253,168.66771
49.043,113.446,168.67769
27.697,119.166,169.78021
27.645,118.972,169.79023
27.987,120.233,169.79023
49.231,114.141,170.89282
49.286,114.333,170.90278
28.042,120.424,172.00535
27.987,120.233,172.01527
28.351,121.486,172.01527
49.485,115.024,173.11784
49.544,115.216,173.12786
28.41,121.678,174.23042
28.351,121.486,174.24044
28.737,122.733,174.24044
49.755,115.904,175.343
49.817,116.095,175.35302
28.799,122.924,176.45557
28.737,122.733,176.46559
29.145,123.974,176.46559
50.04,116.779,177.56811
50.105,116.968,177.57809
29.21,124.163,178.68061
29.145,123.974,178.69058
29.574,125.206,178.69058
50.34,117.648,179.79309
50.409,117.837,179.80313
29.643,125.395,180.90563
29.574,125.206,180.91567
30.025,126.432,180.91567
50.657,118.513,182.01822
50.728,118.699,182.02816
30.096,126.617,183.13069
30.025,126.432,183.14057
30.496,127.649,183.14057
50.988,119.37,184.24321
51.063,119.556,184.25321
30.571,127.835,185.35585
30.496,127.649,185.36585
30.99,128.858,185.36585
51.333,120.223,186.46842
51.411,120.407,186.47839
31.068,129.042,187.58095
30.99,128.858,187.59092
31.504,130.058,187.59092
51.693,121.069,188.69348
51.774,121.252,188.70347
31.585,130.241,189.80603
31.504,130.058,189.81601
32.038,131.249,189.81601
52.068,121.909,190.91861
52.153,122.09,190.92859
32.123,131.43,192.03119
32.038,131.249,192.04117
32.595,132.43,192.04117
52.458,122.743,193.1437
52.545,122.922,193.15363
32.682,132.609,194.25617
32.595,132.43,194.2661
33.171,133.601,194.2661
52.861,123.568,195.36861
52.952,123.747,195.37863
33.262,133.78,196.48115
33.171,133.601,196.49116
33.768,134.763,196.49116
53.28,124.388,197.59368
53.374,124.564,197.60363
33.861,134.939,198.70619
33.768,134.763,198.71612
34.384,135.913,198.71612
53.713,125.199,199.81869
53.81,125.374,199.82867
34.481,136.088,200.93123
34.384,135.913,200.94121
35.021,137.053,200.94121
54.16,126.003,202.04378
54.26,126.177,202.05379
35.121,137.227,203.15636
35.021,137.053,203.16637
35.677,138.181,203.16637
54.621,126.799,204.26896
54.724,126.971,204.27896
35.78,138.352,205.38153
35.677,138.181,205.39149
36.354,139.299,205.39149
55.095,127.587,206.49405
55.201,127.756,206.504
36.46,139.467,207.60653
36.354,139.299,207.61644
37.049,140.403,207.61644
55.584,128.367,208.71902
55.692,128.534,208.72894
37.158,140.57,209.83147
37.049,140.403,209.84142
37.764,141.496,209.84142
56.086,129.138,210.944
56.197,129.303,210.95392
37.876,141.661,212.05646
37.764,141.496,212.06641
38.498,142.575,212.06641
56.601,129.9,213.16894
56.715,130.063,213.17887
38.612,142.739,214.28143
38.498,142.575,214.29139
39.25,143.643,214.29139
57.129,130.653,215.39395
57.246,130.814,215.40388
39.367,143.804,216.50644
39.25,143.643,216.51637
40.022,144.695,216.51637
57.67,131.396,217.61884
57.79,131.556,217.62882
40.142,144.856,218.73131
40.022,144.695,218.74133
40.81,145.735,218.74133
58.225,132.13,219.84387
58.348,132.287,219.85382
40.933,145.893,220.95639
40.81,145.735,220.96638
41.617,146.762,220.96638
58.792,132.854,222.06895
58.918,133.01,222.07896
41.744,146.918,223.1815
41.617,146.762,223.19153
42.442,147.774,223.19153
59.371,133.568,224.2941
59.5,133.721,224.30408
42.571,147.927,225.40664
42.442,147.774,225.41663
43.285,148.77,225.41663
59.964,134.272,226.51917
60.095,134.423,226.52914
43.415,148.921,227.63172
43.285,148.77,227.64166
44.145,149.753,227.64166
60.568,134.966,228.74419
60.701,135.114,228.75412
44.279,149.901,229.85661
44.145,149.753,229.86657
45.022,150.72,229.86657
61.184,135.648,230.9691
61.32,135.795,230.9791
45.158,150.867,232.08163
45.022,150.72,232.09162
45.915,151.672,232.09162
61.812,136.32,233.19418
61.951,136.464,233.20417
46.054,151.816,234.30673
45.915,151.672,234.31671
46.824,152.608,234.31671
62.451,136.981,235.41928
62.594,137.123,235.42934
46.967,152.75,236.53191
46.824,152.608,236.54196
47.752,153.528,236.54196
63.103,137.631,237.64449
63.247,137.77,237.65447
47.895,153.667,238.75703
47.752,153.528,238.76698
48.693,154.432,238.76698
63.765,138.269,239.86955
